National/ Regional,Platform,Facility,Authors,Title of publication,Journal,Volume,Issue,Pages y-x,Year of publication,"Co-publication, academy - industry, (yes/no)",Journal Impact factor ,
Regional facilities of national interest,Regional,Array and Analysis Facility,"Gunnarsson R, Mansouri L, Isaksson A, Göransson H, Cahill N, Jansson M, Rasmussen M, Lundin J, Norin S, Buhl AM, Smedby KE, Hjalgrim H, Karlsson K, Jurlander J, Geisler C, Juliusson G, Rosenquist R.",Array-based genomic screening at diagnosis and during follow-up in chronic lymphocytic leukemia.,Haematol - Hematol J,96,8,1161-9,2011,no,6.424,21546498
Regional facilities of national interest,Regional,Array and Analysis Facility,"Micke P, Edlund K, Holmberg L, Kultima HG, Mansouri L, Ekman S, Bergqvist M, Scheibenflug L, Lamberg K, Myrdal G, Berglund A, Andersson A, Lambe M, Nyberg F, Thomas A, Isaksson A, Botling J.",Gene copy number aberrations are associated with survival in histologic subgroups of non-small cell lung cancer. ,J Thorac Oncol,6,11,1833-40,2011,no,3.661,22011649
Regional facilities of national interest,Regional,Array and Analysis Facility,"Mank JE, Nam K, Brunström B, Ellegren H.",Ontogenetic complexity of sexual dimorphism and sex-specific selection.,Mol Biol Evol,27,7,1570-8,2011,no,5.55,20142440
Regional facilities of national interest,Regional,Array and Analysis Facility,"Ronquist GK, Larsson A, Ronquist G, Isaksson A, Hreinsson J, Carlsson L, Stavreus-Evers A.",Prostasomal DNA characterization and transfer into human sperm.,Mol Reprod Dev,78,7,467-76,2011,no,2.532,21638509
Regional facilities of national interest,Regional,Array and Analysis Facility,"D'Arcy P, Brnjic S, Olofsson MH, Fryknäs M, Lindsten K, De Cesare M, Perego P, Sadeghi B, Hassan M, Larsson R, Linder S.",Inhibition of proteasome deubiquitinating activity as a new cancer therapy.,Nat Med ,17,12,1636-40,2011,no,22.462,22057347
Regional facilities of national interest,Regional,Array and Analysis Facility," Johansson H, Isaksson M, Sörqvist EF, Roos F, Stenberg J, Sjöblom T, Botling J, Micke P, Edlund K, Fredriksson S, Kultima HG, Ericsson O, Nilsson M.",Targeted resequencing of candidate genes using selector probes.,Nucleic Acids Res ,39,2,e8,2011,no,8.026,21059679
Regional facilities of national interest,Regional,Array and Analysis Facility," Aare S, Ochala J, Norman HS, Radell P, Eriksson LI, Göransson H, Chen YW, Hoffman EP, Larsson L. ",Mechanisms underlying the sparing of masticatory versus limb muscle function in an experimental critical illness model.,Physiol Genomics,43,24,1134-50,2011,no,2.735,22010006
Regional facilities of national interest,Regional,Array and Analysis Facility,"Brunberg E, Jensen P, Isaksson A, Keeling L.",Feather pecking behavior in laying hens: hypothalamic gene expression in birds performing and receiving pecks. ,Poultry Sci,90,6,1145-52,2011,no,1.728,21597052
Regional facilities of national interest,Regional,Array and Analysis Facility,"Innocenti P, Morrow EH, Dowling DK.",Experimental evidence supports a sex-specific selective sieve in mitochondrial genome evolution.,Science,332,6031,845-8,2011,no,31.201,21566193
Regional facilities of national interest,Regional,Array and Analysis Facility,"Mansouri L, Gunnarsson R, Sutton LA, Ameur A, Hooper SD, Mayrhofer M, Juliusson G, Isaksson A, Gyllensten U, Rosenquist R. ", Next generation RNA-sequencing in prognostic subsets of chronic lymphocytic leukemia.,Am J Hematol,87,7,737-40,2012,no,4.138,22674506
Regional facilities of national interest,Regional,Array and Analysis Facility,"Halldórsdóttir AM, Kanduri M, Marincevic M, Mansouri L, Isaksson A, Göransson H, Axelsson T, Agarwal P, Jernberg-Wiklund H, Stamatopoulos K, Sander B, Ehrencrona H, Rosenquist R.",Mantle cell lymphoma displays a homogenous methylation profile: A comparative analysis with chronic lymphocytic leukemia.,Am J Hematol,87,4,361-7,2012,no,4.138,22374828
Regional facilities of national interest,Regional,Array and Analysis Facility,"Skirnisdottir I, Mayrhofer M, Rydåker M, Akerud H, Isaksson A.",Loss-of-heterozygosity on chromosome 19q in early-stage serous ovarian cancer is associated with recurrent disease.,BMC Cancer ,12,,407,2012,no,3.333,22967087
Regional facilities of national interest,Regional,Array and Analysis Facility,"Nätt D, Rubin CJ, Wright D, Johnsson M, Beltéky J, Andersson L, Jensen P. ",Heritable genome-wide variation of gene expression and promoter methylation between wild and domesticated chickens. ,BMC Genomics,13,,59,2012,no,4.397,22305654
Regional facilities of national interest,Regional,Array and Analysis Facility,"Lind T, Hu L, Lind PM, Sugars R, Andersson G, Jacobson A, Melhus H. ",Microarray profiling of diaphyseal bone of rats suffering from hypervitaminosis A. ,Calcified Tissue Int,90,3,219-29,2012,no,2.495,22215263
Regional facilities of national interest,Regional,Array and Analysis Facility,"Schmidt M, Hellwig B, Hammad S, Othman A, Lohr M, Chen Z, Böhm D, Gebhard S, Petry IB, Lebrecht A, Cadenas C, Marchan R, Stewart J, Solbach C, Holmberg L, Edlund K, Kultima HG, Rody A, Berglund A, Lambe M, Isaksson A, Botling J, Karn T, Müller V, Gerhold-Ay A, Cotarelo C, Sebastian M, Kronenwett R, Bojar H, Lehr HA, Sahin U, Koelbl H, Gehrmann M, Micke P, Rahnenführer J, Hengstler JG.",A comprehensive analysis of human gene expression profiles identifies stromal immunoglobulin kappa C as a compatible prognostic marker in human solid tumors. S,Clin Cancer Res,18,9,2695-703,2012,no,7.837,22351685
Regional facilities of national interest,Regional,Array and Analysis Facility,"Ahlberg V, Lövgren Bengtsson K, Wallgren P, Fossum C. ",Global transcriptional response to ISCOM-Matrix adjuvant at the site of administration and in the draining lymph node early after intramuscular injection in pigs.,Dev Comp Immunol,38,1,17-26,2012,no,3.238,22426325
Regional facilities of national interest,Regional,Array and Analysis Facility,"Lejonklou MH, Barbu A, Stålberg P, Skogseid B.",Accelerated proliferation and differential global gene expression in pancreatic islets of five-week-old heterozygous Men1 mice: Men1 is a haploinsufficient suppressor.,Endocrinology,153,6,2588-98,2012,no,4.717,22492302
Regional facilities of national interest,Regional,Array and Analysis Facility,"Kanduri M, Marincevic M, Halldórsdóttir AM, Mansouri L, Juvenik K, Ntoufa S, Göransson Kultima H, Isaksson A, Juliusson G, Andersson P-O, Ehrencrona H, Stamatopoulos K, Rosenquist R. ",Distinct transcriptional control in major immunogenetic subsets of chronic lymphocytic leukemia exhibiting subset-biased global DNA methylation profiles.,Epigenetics,7,12,1435-42,2012,no,4.92,23154584
Regional facilities of national interest,Regional,Array and Analysis Facility,"Sooman L, Ekman S, Andersson C, Johansson F, Goransson-Kultima H, Isaksson A, Bergqvist M, Blomquist E, Lennartsson J, Gullbo J.",1012 Synergistic Effects of PI3K or P38 MAPK Inhibition in Combination With Vandetanib Treatment in Glioblastoma Cells.,Eur J Cancer,48,,S244,2012,no,5.061,
Regional facilities of national interest,Regional,Array and Analysis Facility,"Vikholm P, Schiller P, Johansson J, Hellgren L.",A modified Glenn shunt improves haemodynamics in acute right ventricular failure in an experimental model.,Eur J Cardio-Thorac,43,3,612-8,2012,no,2.674,22761503
Regional facilities of national interest,Regional,Array and Analysis Facility," Karlsson H, Fryknäs M, Larsson R, Nygren P.", Loss of cancer drug activity in colon cancer HCT-116 cells during spheroid formation in a new 3-D spheroid cell culture system. ,Exp Cell Res,318,13,1577-85,2012,no,3.557,22487097
Regional facilities of national interest,Regional,Array and Analysis Facility,"Goerlich VC, Nätt D, Elfwing M, Macdonald B, Jensen P. ","Transgenerational effects of early experience on behavioral, hormonal and gene expression responses to acute stress in the precocial chicken. ",Horm Behav,61,5,711-8,2012,no,3.735,22465454
Regional facilities of national interest,Regional,Array and Analysis Facility," Edlund K, Lindskog C, Saito A, Berglund A, Pontén F, Göransson-Kultima H, Isaksson A, Jirström K, Planck M, Johansson L, Lambe M, Holmberg L, Nyberg F, Ekman S, Bergqvist M, Landelius P, Lamberg K, Botling J, Ostman A, Micke P.", CD99 is a novel prognostic stromal marker in non-small cell lung cancer,Int J Cancer,131,10,2264-73,2012,no,6.198,22392539
Regional facilities of national interest,Regional,Array and Analysis Facility,"Felth J, Lesiak-Mieczkowska K, D'Arcy P, Haglund C, Gullbo J, Larsson R, Linder S, Bohlin L, Fryknäs M, Rickardson L.",Gambogic acid is cytotoxic to cancer cells through inhibition of the ubiquitin-proteasome system.,Invest New Drug,20,,11,2012,no,3.498,23179339
Regional facilities of national interest,Regional,Array and Analysis Facility,"Dieterich LC, Mellberg S, Langenkamp E, Zhang L, Zieba A, Salomäki H, Teichert M, Huang H, Edqvist PH, Kraus T, Augustin HG, Olofsson T, Larsson E, Söderberg O, Molema G, Pontén F, Georgii-Hemming P, Alafuzoff I, Dimberg A. ",Transcriptional profiling of human glioblastoma vessels indicates a key role of VEGF-A and TGFβ2 in vascular abnormalization.,J Pathol,228,3,378-90,2012,no,7.585,22786655
Regional facilities of national interest,Regional,Array and Analysis Facility,"Nordlund J, Kiialainen A, Karlberg O, Berglund EC, Göransson-Kultima H, Sønderkær M, Nielsen KL, Gustafsson MG, Behrendtz M, Forestier E, Perkkiö M, Söderhäll S, Lönnerholm G, Syvänen AC.",Digital gene expression profiling of primary acute lymphoblastic leukemia cells.,Leukemia,26,6,1218-27,2012,no,10.164,22173241
Regional facilities of national interest,Regional,Array and Analysis Facility,"Wensman H, Kamgari N, Johansson A, Grujic M, Calounova G, Lundequist A, Rönnberg E, Pejler G.", Tumor-mast cell interactions: induction of pro-tumorigenic genes and anti-tumorigenic 4-1BB in MCs in response to Lewis Lung Carcinoma.,Mol Immunol,50,4,210-19,2012,no,2.645,22343053
Regional facilities of national interest,Regional,Array and Analysis Facility," Rosén A, Bergh AC, Gogok P, Evaldsson C, Myhrinder AL, Hellqvist E, Rasul A, Björkholm M, Jansson M, Mansouri L, Liu A, Teh BT, Rosenquist R, Klein E.",Lymphoblastoid cell line with B1 cell characteristics established from a chronic lymphocytic leukemia clone by in vitro EBV infection.,Oncoimmunology,1,1,18-27,2012,no,N/A,22720208
Regional facilities of national interest,Regional,Array and Analysis Facility,"Aare S, Radell P, Eriksson LI, Chen YW, Hoffman EP, Larsson L.",Role of sepsis in the development of limb muscle weakness in a porcine intensive care unit model.,Physiol Genomics,44,18,865-77,2012,no,2.806,22851759
Regional facilities of national interest,Regional,Array and Analysis Facility,"Zhao H, Dahlö M, Isaksson A, Syvänen AC, Pettersson U.",The transcriptome of the adenovirus infected cell. ,Virology,424,2,115-28,2012,no,3.367,22236370
Regional facilities of national interest,Regional,Array and Analysis Facility,"Sooman L, Ekman S, Andersson C, Göransson Kultima, H, Isaksson A, Johansson F, Bergqvist M, Blomquist E, Lennartsson J, and Gullbo J.  ",Synergistic interactions between camptothecin and EGFR or RAC1 inhibitors and between imatinib and Notch signaling or RAC1 inhibitors in glioblastoma cell lines,Cancer Chemoth Pharm,72,2,329-40,2013,no,2.571,
Regional facilities of national interest,Regional,Array and Analysis Facility,"Botling J, Edlund K, Lohr M, Hellwig B, Holmberg L, Lambe M, Berglund A, Ekman S, Bergqvist M, Pontén F, König A, Fernandes O, Karlsson M, Helenius G, Karlsson C, Rahnenführer J, Hengstler JG, Micke P.","Biomarker discovery in non-small cell lung cancer: integrating gene expression profiling, meta-analysis, and tissue microarray validation.",Clin Cancer Res,19,1,194-204,2013,no,8.193,23032747
Regional facilities of national interest,Regional,Array and Analysis Facility,"Brunberg E, Jensen P,  Isaksson A, Keeling L. ",Brain gene expression differences are associated with abnormal tail biting behavior in pigs.,Genes Brain Behav,12,2,275-81,2013,no,3.505,23146156
Regional facilities of national interest,Regional,Array and Analysis Facility,"Mayrhofer M, DiLorenzo S, Isaksson A. ", Patchwork: allele-specific copy number analysis of whole genome sequenced tumor tissue. ,Genome Biol,14,4,R24,2013,no,10.465,23531354
Regional facilities of national interest,Regional,Array and Analysis Facility,"Cahill N, Bergh AC, Kanduri M, Göransson-Kultima H, Mansouri L, Isaksson A, Ryan F, Smedby KE, Juliusson G, Sundström C, Rosén A, Rosenquist R",450K-array analysis of chronic lymphocytic leukemia cells reveals global DNA methylation to be relatively stable over time and similar in resting and proliferative compartments,Leukemia,27,1,150-158,2013,no,9.379,22922567
Regional facilities of national interest,Regional,Array and Analysis Facility,"Brunberg E, Jensen P,  Isaksson A, Keeling L. ",Behavioural and Brain Gene Expression Profiling in Pigs During Tail Biting Outbreaks - Evidence of a Tail Biting Resistant Phenotype,PLoS One ,8,6,e66513,2013,no,3.534,23824700
Regional facilities of national interest,Regional,Array and Analysis Facility,"Mayrhofer M,  Göransson Kultima H, Birgisson H, Sundström M, Mathot L, Edlund K, Viklund B, Sjöblom T, Botling J, Micke P, Påhlman L, Glimelius B, Isaksson A.",1p36 deletion is a marker for tumour dissemination in microsatellite stable stage II-III colon cancer,BMC Cancer,,,,2014,no,3.319,25420937
Regional facilities of national interest,Regional,Bioinformatics and Expression Analysis (BEA),"Birgersdotter A, Baumforth KR, Wei W, Murray PG, Sjöberg J, Björkholm M, Porwit A, Ernberg I.",Connective tissue growth factor is expressed in malignant cells of Hodgkin lymphoma but not in other mature B-cell lymphomas.,Am J Clin Pathol,133,2,271-80,2010,No,2.506,20093237
Regional facilities of national interest,Regional,Bioinformatics and Expression Analysis (BEA),"Patrakka J, Tryggvason K",Molecular make-up of the glomerular filtration barrier,Biochem Bioph Res Co,396,1,164-9,2010,No,2.595,20494132
Regional facilities of national interest,Regional,Bioinformatics and Expression Analysis (BEA),"Xue-Franzén Y, Johnsson A, Brodin D, Henriksson J, Bürglin TR, Wright AP.",Genome-wide characterisation of the Gcn5 histone acetyltransferase in budding yeast during stress adaptation reveals evolutionarily conserved and diverged roles.,BMC Genomics,11,200,doi: 10.1186/1471-2164-11-200,2010,No,4.206,20338033
Regional facilities of national interest,Regional,Bioinformatics and Expression Analysis (BEA),"Algovik M, Kivinen K, Peterson H, Westgren M, Kere J.",Genetic evidence of multiple loci in dystocia--difficult labour.,BMC Med Genet,11,105,doi: 10.1186/1471-2350-11-105,2010,No,2.595,20587075
Regional facilities of national interest,Regional,Bioinformatics and Expression Analysis (BEA),"Dahlman I, Mejhert N, Linder K, Agustsson T, Mutch DM, Kulyte A, Isaksson B, Permert J, Petrovic N, Nedergaard J, Sjölin E, Brodin D, Clement K, Dahlman-Wright K, Rydén M, Arner P",Adipose tissue pathways involved in weight loss of cancer cachexia,Brit J Cancer,102,10,1541-8,2010,No,4.831,20407445
Regional facilities of national interest,Regional,Bioinformatics and Expression Analysis (BEA),"Zhao C, Gao H, Liu Y, Papoutsi Z, Jaffrey S, Gustafsson JA, Dahlman-Wright K",Genome-wide mapping of estrogen receptor-beta-binding regions reveals extensive cross-talk with transcription factor activator protein-1,Cancer Res,70,12,5174-83,2010,No,9.284,20501845
Regional facilities of national interest,Regional,Bioinformatics and Expression Analysis (BEA),"Durand-Dubief M, Persson J, Norman U, Hartsuiker E, Ekwall K",Topoisomerase I regulates open chromatin and controls gene expression in vivo,EMBO J,29,13,2126-34,2010,No,10.124,20526281
