Reg. No.,1. Name of national platform,2. Name of facility,3. Authors,4. Title of publication,5. Journal,6. Volume,7. Issue,8. Pages y-x,9. Year of publication,10. Journal Impact factor 2014,Registered by,Created,Last update
543,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Sundell D, Mannapperuma C, Netotea S, Delhomme N, Lin YC, Sjödin A, Van de Peer Y, Jansson S, Hvidsten TR, Street NR",The Plant Genome Integrative Explorer Resource: PlantGenIE.org.,The New Phytologist,208,4,1149-1156,2015,7.672,per.kraulis@scilifelab.se,15/01/2016,,[0]
195,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Sundstrom, G., Zamani, N., Grabherr, M. G., Mauceli, E.",Whiteboard: a framework for the programmatic visualization of complex biological analyses,Bioinformatics,31,12,2054--2055,2015,4.981,mikael.borg@bils.se,14/01/2016,,25661541
250,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Surakka I, Horikoshi M, Magi R, Sarin A-P, Mahajan A, Lagou V, Marullo L, Ferreira T, Miraglio B, Timonen S, Kettunen J, Pirinen M, Karjalainen J, Thorleifsson G, Hagg S, Hottenga J-J, Isaacs A, Ladenvall C, Beekman M, Esko T, Ried JS, Nelson CP, Willenborg C, Gustafsson S, Westra H-J, Blades M, de Craen AJM, de Geus EJ, Deelen J, Grallert H, Hamsten A, Havulinna AS, Hengstenberg C, Houwing-Duistermaat JJ, Hypponen E, Karssen LC, Lehtimaki T, Lyssenko V, Magnusson PKE, Mihailov E, Muller-Nurasyid M, Mpindi J-P, Pedersen NL, Penninx BWJH, Perola M, Pers TH, Peters A, Rung J, Smit JH, Steinthorsdottir V, Tobin MD, Tsernikova N, van Leeuwen EM, Viikari JS, Willems SM, Willemsen G, Schunkert H, Erdmann J, Samani NJ, Kaprio J, Lind L, Gieger C, Metspalu A, Slagboom PE, Groop L, van Duijn CM, Eriksson JG, Jula A, Salomaa V, Boomsma DI, Power C, Raitakari OT, Ingelsson E, Jarvelin M-R, Thorsteinsdottir U, Franke L, Ikonen E, Kallioniemi O, Pietiainen V, Lindgren CM, Stefansson K, Palotie A, McCarthy MI, Morris AP, Prokopenko I, Ripatti S, Engage Consortium",The impact of low-frequency and rare variants on lipid levels,Nat Genet,47,6,589-597,2015,29.352,mathias.brannvall@medsci.uu.se,15/01/2016,,25961943
116,Clinical Diagnostics,Clinical sequencing,"Sutton LA, Ljungström V, Mansouri L, Young E, Cortese D, Navrkalova V, Malcikova J, Muggen AF, Trbusek M, Panagiotidis P, Davi F, Belessi C, Langerak AW, Ghia P, Pospisilova S, Stamatopoulos K, Rosenquist R",Targeted next-generation sequencing in chronic lymphocytic leukemia: a high-throughput yet tailored approach will facilitate implementation in a clinical setting.,Haematologica,100,3,370-6,2015,5.814,malin.melin@scilifelab.uu.se,13/01/2016,,[0]
27,Regional,Bioinformatics and Expression Analysis (BEA),"Svensson JP, Shukla M, Menendez-Benito V, Norman-Axelsson U, Audergon P, Sinha I, Tanny JC, Allshire RC, Ekwall K.
",A nucleosome turnover map reveals that the stability of histone H4 Lys20 methylation depends on histone recycling in transcribed,Genome Res,25,26,872-83,2015,13.8,fredrik.fagerstrom-billai@ki.se,29/12/2015,,25778913
66,Structural Biology,Protein Science Facility,"Tan TC, Kracher D, Gandini R, Sygmund C, Kittl R, Haltrich D, Hällberg BM, Ludwig R, Divne C.
",Structural basis for cellobiose dehydrogenase action during oxidative cellulose degradation.,Nat Commun,6,7542,7542,2015,11.47,helena.berglund@ki.se,08/01/2016,,26151670
392,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Taylan F, Nilsson D, Asad S, Lieden A, Wahlgren CF, Winge MC, Bilcha KD, Nordenskjöld M, Bradley M",Whole-exome sequencing of Ethiopian patients with ichthyosis vulgaris and atopic dermatitis.,The Journal Of Allergy And Clinical Immunology,136,2,507-9.e19,2015,11.476,per.kraulis@scilifelab.se,15/01/2016,,25819062
558,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Taylan F, Nilsson D, Asad S, Lieden A, Wahlgren CF, Winge MC, Bilcha KD, Nordenskjöld M, Bradley M",Whole-exome sequencing of Ethiopian patients with ichthyosis vulgaris and atopic dermatitis.,The Journal Of Allergy And Clinical Immunology,136,2,507-9.e19,2015,11.476,per.kraulis@scilifelab.se,15/01/2016,,25819062
523,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Tesi B, Sieni E, Neves C, Romano F, Cetica V, Cordeiro AI, Chiang S, Schlums H, Galli L, ..., Bryceson YT",Hemophagocytic lymphohistiocytosis in 2 patients with underlying IFN-? receptor deficiency.,The Journal Of Allergy And Clinical Immunology,135,6,1638-1641,2015,11.476,per.kraulis@scilifelab.se,15/01/2016,,25592983
606,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Tesi B, Sieni E, Neves C, Romano F, Cetica V, Cordeiro AI, Chiang S, Schlums H, Galli L, ..., Bryceson YT",Hemophagocytic lymphohistiocytosis in 2 patients with underlying IFN-? receptor deficiency.,The Journal Of Allergy And Clinical Immunology,135,6,1638-1641,2015,11.476,per.kraulis@scilifelab.se,15/01/2016,,25592983
,Clinical Diagnostics,Clinical Genomics,"Tham E, Eklund EA, Hammarsjö A, Bengtson P, Geiberger S, Lagerstedt-Robinson
K, Malmgren H, Nilsson D, Grigelionis G, Conner P, Lindgren P, Lindstrand A,
Wedell A, Albåge M, Zielinska K, Nordgren A, Papadogiannakis N, Nishimura G,
Grigelioniene G.","A novel phenotype in N-glycosylation disorders:
Gillessen-Kaesbach-Nishimura skeletal dysplasia due to pathogenic variants in
ALG9.",Eur J Hum Genet.,2016 Feb;24,2,198-207,,4.349,valtteri.wirta@scilifelab.se (manuellt Heidi),19/01/2016,,25966638
533,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Tham E, Nishimura G, Geiberger S, Horemuzova E, Nilsson D, Lindstrand A, Hammarsjö A, Armenio M, Mäkitie O, ..., Grigelioniene G",Autosomal recessive mutations in the COL2A1 gene cause severe spondyloepiphyseal dysplasia.,Clinical Genetics,87,5,496-498,2015,3.931,per.kraulis@scilifelab.se,15/01/2016,,25060605
616,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Tham E, Nishimura G, Geiberger S, Horemuzova E, Nilsson D, Lindstrand A, Hammarsjö A, Armenio M, Mäkitie O, ..., Grigelioniene G",Autosomal recessive mutations in the COL2A1 gene cause severe spondyloepiphyseal dysplasia.,Clinical Genetics,87,5,496-498,2015,3.931,per.kraulis@scilifelab.se,15/01/2016,,25060605
196,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Thuring, C., Follin, E., Geironson, L., Freyhult, E., Junghans, V., Harndahl, M., Buus, S., Paulsson, K. M.",HLA class I is most tightly linked to levels of tapasin compared with other antigen-processing proteins in glioblastoma,Br. J. Cancer,113,11,1640,2015,0.604,mikael.borg@bils.se,14/01/2016,,[2]
198,Affinity proteomics,Tissue profiling,"Tran L, Mattsson JS, Nodin B, Jönsson P, Planck M, Jirström K, Botling J, Micke P, Brunnström H.","Various Antibody Clones of Napsin A, Thyroid Transcription Factor 1, and p40 and Comparisons With Cytokeratin 5 and p63 in Histopathologic Diagnostics of Non-Small Cell Lung Carcinoma.",Appl Immunohistochem Mol Morphol.,Oct 1,Epub ahead of print,Epub ahead of print,2015,2.01,per-henrik.edqvist@igp.uu.se,14/01/2016,,26447895
447,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Tremaroli V, Karlsson F, Werling M, Ståhlman M, Kovatcheva-Datchary P, Olbers T, Fändriks L, le Roux CW, Nielsen J, Bäckhed F.",Roux-en-Y Gastric Bypass and Vertical Banded Gastroplasty Induce Long-Term Changes on the Human Gut Microbiome Contributing to Fat Mass Regulation.,Cell Metab,22,2,228-238,2015,17.565,per.kraulis@scilifelab.se,15/01/2016,,26244932
613,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Tremaroli V, Karlsson F, Werling M, Ståhlman M, Kovatcheva-Datchary P, Olbers T, Fändriks L, le Roux CW, Nielsen J, Bäckhed F.",Roux-en-Y Gastric Bypass and Vertical Banded Gastroplasty Induce Long-Term Changes on the Human Gut Microbiome Contributing to Fat Mass Regulation.,Cell Metab,22,2,228-238,2015,17.565,per.kraulis@scilifelab.se,15/01/2016,,26244932
67,Structural Biology,Protein Science Facility,"Trésaugues L, Lundbäck T, Welin M, Flodin S, Nyman T, Silvander C, Gräslund S, Nordlund P.
",Structural Basis for the Specificity of Human NUDT16 and Its Regulation by Inosine Monophosphate.,PLoS ONE,6,6,e0131507,2015,3.23,helena.berglund@ki.se,08/01/2016,,26121039
57,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Tsirigos, K. D., Peters, C., Shu, N., Kall, L., Elofsson, A.",The TOPCONS web server for consensus prediction of membrane protein topology and signal peptides,Nucleic Acids Res.,43,W1,W401--407,2015,9.112,mikael.borg@bils.se,29/12/2015,,25969446
356,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Tzelepis G, Dubey M, Jensen DF and Karlsson M",Identifying glycoside hydrolase family 18 genes in the mycoparasitic fungal species Clonostachys rosea,Microbiology,161,7,1407-1419,2015,2.557,mathias.brannvall@medsci.uu.se,15/01/2016,,25881898
295,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Tzeng J-Y, Magnusson PKE, Sullivan PF, Szatkiewicz JP, The Swedish Schizophrenia C",A New Method for Detecting Associations with Rare Copy-Number Variants,PLoS Genet,11,10,e1005403,2015,7.528,mathias.brannvall@medsci.uu.se,15/01/2016,,26431523
281,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Uebbing S, Konzer A, Xu L, Backström N, Brunström B, Bergquist J, Ellegren H",Quantitative Mass Spectrometry Reveals Partial Translational Regulation for Dosage Compensation in Chicken,Mol Biol Evol,32,10,2716-2725,2015,9.105,mathias.brannvall@medsci.uu.se,15/01/2016,,26108680
468,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Uhlén M, Fagerberg L, Hallström BM, Lindskog C, Oksvold P, Mardinoglu A, Sivertsson Å, Kampf C, Sjöstedt E, ..., Pontén F",Proteomics. Tissue-based map of the human proteome.,Science (new York N Y ),347,6220,1260419,2015,33.611,per.kraulis@scilifelab.se,15/01/2016,,[0]
551,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Uhlén M, Fagerberg L, Hallström BM, Lindskog C, Oksvold P, Mardinoglu A, Sivertsson Å, Kampf C, Sjöstedt E, ..., Pontén F",Proteomics. Tissue-based map of the human proteome.,Science (new York N Y ),347,6220,1260419,2015,33.611,per.kraulis@scilifelab.se,15/01/2016,,[0]
220,Affinity proteomics,Cell Profiling,"Uhlén M, Fagerberg L, Hallström BM, Lindskog C, Oksvold P, Mardinoglu A, Sivertsson Å, Kampf C, Sjöstedt E, Asplund A, Olsson I, Edlund K, Lundberg E, Navani S, Szigyarto CA, Odeberg J, Djureinovic D, Takanen JO, Hober S, Alm T, Edqvist PH, Berling H, Tegel H, Mulder J, Rockberg J, Nilsson P, Schwenk JM, Hamsten M, von Feilitzen K, Forsberg M, Persson L, Johansson F, Zwahlen M, von Heijne G, Nielsen J, Pontén F.",Proteomics. Tissue-based map of the human proteome.,Science,347,6220,1260419,2015,33.61,hammou.aitblal@scilifelab.se,15/01/2016,,[0]
218,Bioimaging,Advanced light microscopy,"V. P. Bollampalli, L. H. Yamashiro, X. Feng, D. Bierschenk, Y. Gao, H. Blom, B. Henriques-Normark, S. Nylén, A. Gigliotti Rothfuchs 
",BCG Skin Infection Triggers IL-1R-MyD88-Dependent Migration of EpCAMlow CD11bhigh Skin Dendritic cells to Draining Lymph Node During CD4+ T-Cell Priming,PLoS Pathogens,11,10,E1005206,2015,7.526,brismar@kth.se,15/01/2016,,26440518
9,Regional,BioMaterial Interactions (BioMat),"V.P. Singh, J. Poon, R.J. Butcher, X. Lu, G. Mestres, M. Karlsson Ott , L.Engman",Effect of a Bromo Substituent on the Glutathione Peroxidase Activity of a Pyridoxine-like Diselenide,The Journal of Organic Chemistry,80,N/A,7385-7395,2015,4.721,marjam.ott@angstrom.uu.se,16/12/2015,,26133764
257,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Varenhorst C, Eriksson N, Johansson Å, Barratt BJ, Hagström E, Åkerblom A, Syvänen A-C, Becker RC, James SK, Katus HA, Husted S, Steg PG, Siegbahn A, Voora D, Teng R, Storey RF, Wallentin L",Effect of genetic variations on ticagrelor plasma levels and clinical outcomes,Eur Heart J,36,29,1901-1912,2015,15.203,mathias.brannvall@medsci.uu.se,15/01/2016,,25935875
398,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Vickovic S, Ahmadian A, Lewensohn R, Lundeberg J",Toward Rare Blood Cell Preservation for RNA Sequencing.,The Journal Of Molecular Diagnostics : Jmd,17,4,352-359,2015,4.851,per.kraulis@scilifelab.se,15/01/2016,,25989392
564,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Vickovic S, Ahmadian A, Lewensohn R, Lundeberg J",Toward Rare Blood Cell Preservation for RNA Sequencing.,The Journal Of Molecular Diagnostics : Jmd,17,4,352-359,2015,4.851,per.kraulis@scilifelab.se,15/01/2016,,25989392
197,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Vigil-Stenman, T., Larsson, J., Nylander, J. A., Bergman, B.",Local hopping mobile DNA implicated in pseudogene formation and reductive evolution in an obligate cyanobacteria-plant symbiosis,BMC Genomics,16,N/A,193,2015,3.986,mikael.borg@bils.se,14/01/2016,,25885210
621,Chemical Biology Consortium Sweden,Uppsala Drug Optimization and Pharmaceutical Profiling (UDOPP),"Vildhede A, Wiś niewski JR, Norén A, Karlgren M, Artursson P.",Comparative Proteomic Analysis of Human Liver Tissue and Isolated Hepatocytes with a Focus on Proteins Determining Drug Exposure,J Proteome Res.,14,8,3305-14,2015,4.245,pawel.baranczewski@farmaci.uu.se,15/01/2016,,26167961
205,Affinity proteomics,Tissue profiling,"Vizoso M, Ferreira HJ, Lopez-Serra P, Carmona FJ, Martínez-Cardús A, Girotti MR, Villanueva A, Guil S, Moutinho C, Liz J, Portela A, Heyn H, Moran S, Vidal A, Martinez-Iniesta M, Manzano JL, Fernandez-Figueras MT, Elez E, Muñoz-Couselo E, Botella-Estrada R, Berrocal A, Pontén F, Oord JV, Gallagher WM, Frederick DT, Flaherty KT, McDermott U, Lorigan P, Marais R, Esteller M.",Epigenetic activation of a cryptic TBC1D16 transcript enhances melanoma progression by targeting EGFR.,Nature Medicine,21,7,741-50,2015,28.22,per-henrik.edqvist@igp.uu.se,14/01/2016,,26030178
314,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Voisin S, Almen M, Zheleznyakova G, Lundberg L, Zarei S, Castillo S, Eriksson F, Nilsson E, Bluher M, Bottcher Y, Kovacs P, Klovins J, Rask-Andersen M, Schioth H",Many obesity-associated SNPs strongly associate with DNA methylation changes at proximal promoters and enhancers,Genome Med,7,1,103,2015,5.809,mathias.brannvall@medsci.uu.se,15/01/2016,,26449484
328,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Voisin S, Almen MS, Moschonis G, Chrousos GP, Manios Y, Schioth HB",Dietary fat quality impacts genome-wide DNA methylation patterns in a cross-sectional study of Greek preadolescents,Eur J Hum Genet,23,5,654-662,2015,4.349,mathias.brannvall@medsci.uu.se,15/01/2016,,[0]
453,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Volakakis N, Tiklova K, Decressac M, Papathanou M, Mattsson B, Gillberg L, Nobre A, Björklund A, Perlmann T",Nurr1 and Retinoid X Receptor Ligands Stimulate Ret Signaling in Dopamine Neurons and Can Alleviate ?-Synuclein Disrupted Gene Expression,J Neurosci,35,42,14370-85,2015,6.344,per.kraulis@scilifelab.se,15/01/2016,,26490873
619,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Volakakis N, Tiklova K, Decressac M, Papathanou M, Mattsson B, Gillberg L, Nobre A, Björklund A, Perlmann T",Nurr1 and Retinoid X Receptor Ligands Stimulate Ret Signaling in Dopamine Neurons and Can Alleviate ?-Synuclein Disrupted Gene Expression,J Neurosci,35,42,14370-85,2015,6.344,per.kraulis@scilifelab.se,15/01/2016,,26490873
214,Bioimaging,Advanced light microscopy,"W. Liu, F. Edin, H. Blom, P. Magnusson, H. Li, A. Schrott-Fischer, 
R. Glueckert, G. Laurell, P. Santi, H. Rask-Andersen.",Super-Resolution Fluorescence Microscopy of the Lateral Wall of the Cochlea – the Connexin26/30 Proteins are Separately Expressed in Man,Cell & Tissue Research,CTR-15-0476.R1,0,0,2015,3.565,brismar@kth.se,15/01/2016,,26941236
167,National Genomics Infrastructure,NGI Uppsala (Uppsala Genome Center),"W. Schuler,I. Bunikis,J. Weber-Lehman,P. Comstedt,S. Kutschan-Bunikis,G. Stanek,J. Huber,A. Meinke,S. Bergstrom,U. Lundberg",Complete genome sequence of Borrelia afzelii K78 and comparative genome analysis,PLoS One,10,3,e0120548,2015,3.234,Inger.jonasson@igp.uu.se,14/01/2016,,25798594
92,Drug Discovery and Development,Medicinal Chemistry – Lead Identifaction,"Wakchure, Prasad B Bremberg, Ulf Wannberg, Johan Larhed, Mats",Synthesis of enantiopure angiotensine II type 2 receptor [AT2R] antagonist EMA-401,Tetrahedron,71,38,6881-6887,2015,2.641,ulrika.yngve@scilifelab.uu.se,13/01/2016,,[0]
58,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Wallace-Salinas, V., Brink, D. P., Ahren, D., Gorwa-Grauslund, M. F.",Cell periphery-related proteins as major genomic targets behind the adaptive evolution of an industrial Saccharomyces cerevisiae strain to combined heat and hydrolysate stress,BMC Genomics,16,N/A,514,2015,3.986,mikael.borg@bils.se,29/12/2015,,26156140
321,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Wallerman O, Nord H, Bysani M, Borghini L, Wadelius C",lobChIP: from cells to sequencing ready ChIP libraries in a single day,Epigenet Chromatin,8,1,25,2015,5.333,mathias.brannvall@medsci.uu.se,15/01/2016,,[0]
479,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Wang J, Street NR, Scofield DG, Ingvarsson PK.",Natural Selection and Recombination Rate Variation Shape Nucleotide Polymorphism Across the Genomes of Three Related Populus Species,Genetics,202,1,-,2015,5.963,per.kraulis@scilifelab.se,15/01/2016,,26721855
562,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Wang J, Street NR, Scofield DG, Ingvarsson PK.",Natural Selection and Recombination Rate Variation Shape Nucleotide Polymorphism Across the Genomes of Three Related Populus Species,Genetics,202,1,-,2015,5.963,per.kraulis@scilifelab.se,15/01/2016,,26721855
234,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Wang, J., Scofield, D., Street, Nathaniel, R., Ingvarsson, P.K.",Variant Calling Using NGS Data in European Aspen (Populus tremula),Book chapter: Advances in the Understanding of Biological Sciences Using Next Generation Sequencing (NGS) Approaches,N/A,N/A,43-61,2015,-1,mikael.borg@bils.se,15/01/2016,15/01/2016,26721855
230,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Wang, J., Street, N. R., Scofield, D. G., Ingvarsson, P. K.",Natural Selection and Recombination Rate Variation Shape Nucleotide Polymorphism Across the Genomes of Three Related Populus Species,Genetics,N/A,N/A,,2015,5.963,mikael.borg@bils.se,15/01/2016,,26721855
202,Affinity proteomics,Tissue profiling,"Wiberg A, Granstam A, Ingvast S, Hä rkö nen T, Knip M, Korsgren O, Skog O.",Characterization of human organ donors testing positive for diabetes-associated autoantibodies.,Clinical & Experimental Immunology,182,3,278-88,2015,3.04,per-henrik.edqvist@igp.uu.se,14/01/2016,,26313035
